GENDER|OWNER AGE|CITY|IDEOLOGY|TENANT|TENANT AGE|TENANT WORK
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Maria Ionescu|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Fatima El-Khayari|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Fatima El-Khayari|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Fatima El-Khayari|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Fatima El-Khayari|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Fatima El-Khayari|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Fatima El-Khayari|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Wang Mei|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Wang Mei|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Wang Mei|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Wang Mei|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Wang Mei|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Wang Mei|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Awa Ndiaye|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Awa Ndiaye|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Awa Ndiaye|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Awa Ndiaye|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Awa Ndiaye|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Awa Ndiaye|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Anna Meyer|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Anna Meyer|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Anna Meyer|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Anna Meyer|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Anna Meyer|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR RIGHT|Anna Meyer|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Sara Esposito|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Sara Esposito|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Sara Esposito|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Sara Esposito|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Sara Esposito|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Sara Esposito|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Maria Ionescu|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Maria Ionescu|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Maria Ionescu|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Maria Ionescu|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Maria Ionescu|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Maria Ionescu|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Fatima El-Khayari|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Fatima El-Khayari|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Fatima El-Khayari|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Fatima El-Khayari|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Fatima El-Khayari|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Fatima El-Khayari|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Wang Mei|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Wang Mei|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Wang Mei|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Wang Mei|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Wang Mei|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Wang Mei|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Awa Ndiaye|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Awa Ndiaye|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Awa Ndiaye|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Awa Ndiaye|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Awa Ndiaye|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Awa Ndiaye|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Anna Meyer|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Anna Meyer|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Anna Meyer|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Anna Meyer|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Anna Meyer|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|FAR LEFT|Anna Meyer|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Sara Esposito|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Sara Esposito|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Sara Esposito|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Sara Esposito|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Sara Esposito|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Sara Esposito|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Wang Mei|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Wang Mei|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Wang Mei|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Wang Mei|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Wang Mei|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Wang Mei|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Over 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Anna Meyer|Less 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Anna Meyer|Less 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Anna Meyer|Less 35|A college student
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Anna Meyer|Over 35|A Teacher
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Anna Meyer|Over 35|A Caregiver
MALE|Less than 60|NAPLES;PONTICELLI|NOT DEFINED OR INTERESTED IN|Anna Meyer|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Sara Esposito|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Sara Esposito|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Sara Esposito|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Sara Esposito|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Sara Esposito|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Sara Esposito|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Maria Ionescu|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Maria Ionescu|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Maria Ionescu|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Maria Ionescu|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Maria Ionescu|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Maria Ionescu|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Fatima El-Khayari|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Fatima El-Khayari|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Fatima El-Khayari|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Fatima El-Khayari|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Fatima El-Khayari|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Fatima El-Khayari|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Wang Mei|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Wang Mei|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Wang Mei|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Wang Mei|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Wang Mei|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Wang Mei|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Awa Ndiaye|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Awa Ndiaye|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Awa Ndiaye|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Awa Ndiaye|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Awa Ndiaye|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Awa Ndiaye|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Anna Meyer|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Anna Meyer|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Anna Meyer|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Anna Meyer|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Anna Meyer|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR RIGHT|Anna Meyer|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Sara Esposito|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Sara Esposito|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Sara Esposito|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Sara Esposito|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Sara Esposito|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Sara Esposito|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Maria Ionescu|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Maria Ionescu|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Maria Ionescu|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Maria Ionescu|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Maria Ionescu|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Maria Ionescu|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Fatima El-Khayari|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Fatima El-Khayari|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Fatima El-Khayari|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Fatima El-Khayari|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Fatima El-Khayari|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Fatima El-Khayari|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Wang Mei|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Wang Mei|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Wang Mei|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Wang Mei|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Wang Mei|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Wang Mei|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Awa Ndiaye|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Awa Ndiaye|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Awa Ndiaye|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Awa Ndiaye|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Awa Ndiaye|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Awa Ndiaye|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Anna Meyer|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Anna Meyer|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Anna Meyer|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Anna Meyer|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Anna Meyer|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|FAR LEFT|Anna Meyer|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Sara Esposito|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Sara Esposito|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Sara Esposito|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Sara Esposito|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Sara Esposito|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Sara Esposito|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Maria Ionescu|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Fatima El-Khayari|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Wang Mei|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Wang Mei|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Wang Mei|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Wang Mei|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Wang Mei|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Wang Mei|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Awa Ndiaye|Over 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Anna Meyer|Less 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Anna Meyer|Less 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Anna Meyer|Less 35|A college student
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Anna Meyer|Over 35|A Teacher
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Anna Meyer|Over 35|A Caregiver
MALE|Less than 60|NAPLES;FUORIGROTTA|NOT DEFINED OR INTERESTED IN|Anna Meyer|Over 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Sara Esposito|Less 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Sara Esposito|Less 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Sara Esposito|Less 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Sara Esposito|Over 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Sara Esposito|Over 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Sara Esposito|Over 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Maria Ionescu|Less 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Maria Ionescu|Less 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Maria Ionescu|Less 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Maria Ionescu|Over 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Maria Ionescu|Over 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Maria Ionescu|Over 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Fatima El-Khayari|Less 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Fatima El-Khayari|Less 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Fatima El-Khayari|Less 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Fatima El-Khayari|Over 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Fatima El-Khayari|Over 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Fatima El-Khayari|Over 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Wang Mei|Less 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Wang Mei|Less 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Wang Mei|Less 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Wang Mei|Over 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Wang Mei|Over 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Wang Mei|Over 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Awa Ndiaye|Less 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Awa Ndiaye|Less 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Awa Ndiaye|Less 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Awa Ndiaye|Over 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Awa Ndiaye|Over 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Awa Ndiaye|Over 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Anna Meyer|Less 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Anna Meyer|Less 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Anna Meyer|Less 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Anna Meyer|Over 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Anna Meyer|Over 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR RIGHT|Anna Meyer|Over 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Sara Esposito|Less 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Sara Esposito|Less 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Sara Esposito|Less 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Sara Esposito|Over 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Sara Esposito|Over 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Sara Esposito|Over 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Maria Ionescu|Less 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Maria Ionescu|Less 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Maria Ionescu|Less 35|A college student
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Maria Ionescu|Over 35|A Teacher
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Maria Ionescu|Over 35|A Caregiver
MALE|Over than 60|MILAN;BRERA|FAR LEFT|Maria Ionescu|Over 35|A college student
