GENDER|OWNER AGE|CITY|IDEOLOGY|TENANT|TENANT AGE|TENANT WORK
MALE|Over than 60|MILAN;BAGGIO|NOT DEFINED OR INTERESTED IN|Thomas Muller|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Giovanni Rossi|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Giovanni Rossi|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Giovanni Rossi|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Giovanni Rossi|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Giovanni Rossi|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Giovanni Rossi|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Andrei Popescu|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Andrei Popescu|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Andrei Popescu|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Andrei Popescu|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Andrei Popescu|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Andrei Popescu|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mohamed Benhida|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mohamed Benhida|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mohamed Benhida|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mohamed Benhida|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mohamed Benhida|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mohamed Benhida|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Li Wei|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Li Wei|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Li Wei|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Li Wei|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Li Wei|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Li Wei|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mamadou Diop|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mamadou Diop|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mamadou Diop|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mamadou Diop|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mamadou Diop|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Mamadou Diop|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Thomas Muller|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Thomas Muller|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Thomas Muller|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Thomas Muller|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Thomas Muller|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR RIGHT|Thomas Muller|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Giovanni Rossi|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Giovanni Rossi|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Giovanni Rossi|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Giovanni Rossi|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Giovanni Rossi|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Giovanni Rossi|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Andrei Popescu|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Andrei Popescu|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Andrei Popescu|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Andrei Popescu|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Andrei Popescu|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Andrei Popescu|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mohamed Benhida|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mohamed Benhida|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mohamed Benhida|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mohamed Benhida|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mohamed Benhida|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mohamed Benhida|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Li Wei|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Li Wei|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Li Wei|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Li Wei|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Li Wei|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Li Wei|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mamadou Diop|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mamadou Diop|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mamadou Diop|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mamadou Diop|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mamadou Diop|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Mamadou Diop|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Thomas Muller|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Thomas Muller|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Thomas Muller|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Thomas Muller|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Thomas Muller|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|FAR LEFT|Thomas Muller|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Li Wei|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Li Wei|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Li Wei|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Li Wei|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Li Wei|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Li Wei|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Over 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Less 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Less 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Less 35|a College student
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Over 35|an Engineer
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Over 35|a Construction Worker
MALE|Over than 60|MILAN;CITTa STUDI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Giovanni Rossi|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Giovanni Rossi|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Giovanni Rossi|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Giovanni Rossi|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Giovanni Rossi|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Giovanni Rossi|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Andrei Popescu|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Andrei Popescu|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Andrei Popescu|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Andrei Popescu|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Andrei Popescu|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Andrei Popescu|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mohamed Benhida|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mohamed Benhida|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mohamed Benhida|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mohamed Benhida|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mohamed Benhida|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mohamed Benhida|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Li Wei|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Li Wei|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Li Wei|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Li Wei|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Li Wei|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Li Wei|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mamadou Diop|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mamadou Diop|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mamadou Diop|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mamadou Diop|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mamadou Diop|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Mamadou Diop|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Thomas Muller|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Thomas Muller|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Thomas Muller|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Thomas Muller|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Thomas Muller|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR RIGHT|Thomas Muller|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Giovanni Rossi|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Giovanni Rossi|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Giovanni Rossi|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Giovanni Rossi|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Giovanni Rossi|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Giovanni Rossi|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Andrei Popescu|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Andrei Popescu|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Andrei Popescu|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Andrei Popescu|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Andrei Popescu|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Andrei Popescu|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mohamed Benhida|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mohamed Benhida|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mohamed Benhida|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mohamed Benhida|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mohamed Benhida|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mohamed Benhida|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Li Wei|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Li Wei|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Li Wei|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Li Wei|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Li Wei|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Li Wei|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mamadou Diop|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mamadou Diop|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mamadou Diop|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mamadou Diop|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mamadou Diop|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Mamadou Diop|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Thomas Muller|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Thomas Muller|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Thomas Muller|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Thomas Muller|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Thomas Muller|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|FAR LEFT|Thomas Muller|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Giovanni Rossi|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Andrei Popescu|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mohamed Benhida|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Li Wei|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Li Wei|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Li Wei|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Li Wei|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Li Wei|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Li Wei|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Mamadou Diop|Over 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Less 35|a College student
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;COLLI|NOT DEFINED OR INTERESTED IN|Thomas Muller|Over 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Giovanni Rossi|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Giovanni Rossi|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Giovanni Rossi|Less 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Giovanni Rossi|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Giovanni Rossi|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Giovanni Rossi|Over 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Andrei Popescu|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Andrei Popescu|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Andrei Popescu|Less 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Andrei Popescu|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Andrei Popescu|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Andrei Popescu|Over 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mohamed Benhida|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mohamed Benhida|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mohamed Benhida|Less 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mohamed Benhida|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mohamed Benhida|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mohamed Benhida|Over 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Li Wei|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Li Wei|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Li Wei|Less 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Li Wei|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Li Wei|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Li Wei|Over 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mamadou Diop|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mamadou Diop|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mamadou Diop|Less 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mamadou Diop|Over 35|an Engineer
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mamadou Diop|Over 35|a Construction Worker
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Mamadou Diop|Over 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Thomas Muller|Less 35|an Engineer
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Thomas Muller|Less 35|a Construction Worker
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Thomas Muller|Less 35|a College student
MALE|Over than 60|BOLOGNA;BORGO PANIGALE|FAR RIGHT|Thomas Muller|Over 35|an Engineer
